id,Booking_status,Probability
45659,0,0.4637669
45660,0,0.09734403
45661,0,0.17245974
45662,1,0.6709832
45663,1,0.8383475
45664,1,0.6130924
45665,1,0.81738746
45666,1,0.7442083
45667,0,0.10659667
45668,0,0.1647522
45669,0,0.01484131
45670,1,0.70115924
45671,0,0.47817162
45672,0,0.42332706
45673,0,0.4818005
45674,1,0.8517844
45675,0,0.20752922
45676,0,0.31148434
45677,0,0.13671412
45678,0,0.29457584
45679,0,0.17147413
45680,0,0.0139035825
45681,0,0.0013594752
45682,1,0.59595466
45683,0,0.2580391
45684,0,0.055757396
45685,1,0.8829569
45686,0,0.40618515
45687,1,0.6800761
45688,0,0.06270185
45689,1,0.6706076
45690,1,0.5266823
45691,0,0.20103963
45692,0,0.04806432
45693,1,0.539193
45694,1,0.83060515
45695,0,1.6822543e-05
45696,0,0.3551289
45697,0,0.10453839
45698,0,0.05684098
45699,0,0.22296788
45700,0,0.2909894
45701,1,0.54891986
45702,1,0.81633455
45703,0,0.17572969
45704,0,0.18321443
45705,0,1.594198e-09
45706,1,0.63066185
45707,1,0.8130071
45708,0,0.35248035
45709,1,0.5662324
45710,0,0.14053679
45711,1,0.6526698
45712,0,0.0051884153
45713,1,0.52929455
45714,0,0.3633436
45715,1,0.6577315
45716,0,0.14244808
45717,1,0.6350359
45718,0,0.017768186
45719,1,0.82656544
45720,0,0.40530065
45721,1,0.8319046
45722,1,0.7455274
45723,0,0.48781902
45724,1,0.7413989
45725,0,0.0017510976
45726,1,0.8116297
45727,0,0.39667538
45728,1,0.7567343
45729,0,0.20726587
45730,1,0.90603966
45731,0,0.2718381
45732,1,0.78702307
45733,0,0.08492764
45734,0,0.027456451
45735,0,0.07160906
45736,0,0.0016079451
45737,0,0.306367
45738,0,0.22029771
45739,0,0.48677856
45740,0,0.34777457
45741,0,0.33415318
45742,0,0.080957234
45743,1,0.6478926
45744,1,0.88850474
45745,0,0.22267425
45746,0,0.092673585
45747,0,0.21906538
45748,0,0.17757216
45749,1,0.7170493
45750,0,0.010789875
45751,1,0.85592043
45752,1,0.78100306
45753,0,0.08599454
45754,0,0.00088596396
45755,1,0.91500056
45756,1,0.7201742
45757,0,0.2137828
45758,0,0.35931152
45759,0,0.06499531
45760,0,0.22944495
45761,0,0.041527413
45762,0,0.4338221
45763,1,0.5108808
45764,0,0.25253126
45765,0,0.05429045
45766,1,0.777069
45767,0,0.17345598
45768,1,0.57640725
45769,1,0.9240069
45770,1,0.80955595
45771,0,0.062766165
45772,1,0.63143873
45773,0,0.09481919
45774,1,0.69264656
45775,0,0.05753139
45776,0,0.45285478
45777,1,0.7634084
45778,0,0.21902789
45779,0,0.20455909
45780,0,0.2273792
45781,1,0.82404006
45782,0,0.016212948
45783,1,0.8312798
45784,1,0.81057894
45785,0,0.07844939
45786,0,0.00027119365
45787,1,0.824119
45788,0,0.00027598866
45789,0,0.00065845833
45790,0,0.030382007
45791,1,0.7301263
45792,0,0.036468044
45793,0,0.3439819
45794,1,0.89399624
45795,0,0.49595067
45796,0,0.15494095
45797,1,0.8538335
45798,0,0.04699323
45799,0,0.046026185
45800,0,0.15053545
45801,0,0.12830646
45802,0,0.16069494
45803,0,0.017114185
45804,0,0.23045857
45805,0,0.3944656
45806,0,0.035840787
45807,1,0.78221625
45808,1,0.73236376
45809,1,0.7204265
45810,0,0.026061092
45811,1,0.93857145
45812,0,0.2646632
45813,0,0.056546777
45814,0,0.22051048
45815,1,0.8885402
45816,0,0.48106524
45817,0,0.22640653
45818,1,0.7513107
45819,0,0.26378614
45820,0,0.0
45821,0,0.27469188
45822,1,0.6626859
45823,0,0.4841338
45824,1,0.6552795
45825,0,3.0700315e-07
45826,1,0.78889215
45827,1,0.7933992
45828,1,0.8503381
45829,0,0.30685097
45830,0,0.20287032
45831,0,0.18395603
45832,1,0.8718907
45833,1,0.50051284
45834,0,0.16454102
45835,0,0.21408509
45836,1,0.82974344
45837,1,0.6104196
45838,1,0.8533799
45839,1,0.50299716
45840,0,0.16347407
45841,0,0.100877084
45842,0,0.27236113
45843,1,0.513152
45844,0,0.35759845
45845,1,0.7500028
45846,1,0.8404776
45847,0,0.34409422
45848,0,0.27551103
45849,0,0.20568551
45850,0,0.2020889
45851,1,0.60192907
45852,0,0.0024583277
45853,0,0.3660483
45854,0,0.30819446
45855,0,0.027790874
45856,1,0.51862705
45857,0,0.008351879
45858,0,0.023596553
45859,0,0.3881933
45860,1,0.58412397
45861,0,0.03947082
45862,0,0.16007498
45863,0,0.20788388
45864,1,0.54619855
45865,0,0.14693664
45866,0,0.03174851
45867,0,0.40140235
45868,0,0.27247787
45869,1,0.91206616
45870,0,0.03065247
45871,0,0.05364213
45872,1,0.8560259
45873,1,0.60811657
45874,0,0.41949376
45875,0,0.05890339
45876,0,0.3985624
45877,1,0.54615986
45878,0,0.18624535
45879,1,0.52615577
45880,0,0.33835512
45881,0,0.06740979
45882,0,0.040213063
45883,0,0.19411772
45884,0,0.16396746
45885,1,0.8006253
45886,0,0.20592979
45887,0,0.028737176
45888,0,3.642551e-08
45889,1,0.80446666
45890,0,0.062780894
45891,0,0.38115874
45892,0,0.31572217
45893,0,0.36551344
45894,0,0.4626878
45895,0,0.48133224
45896,1,0.794216
45897,0,0.075147845
45898,0,0.07830352
45899,0,0.32719293
45900,1,0.65087175
45901,0,0.18878056
45902,1,0.8214483
45903,0,0.06753389
45904,1,0.63741434
45905,0,0.026627103
45906,0,0.27290878
45907,0,0.039728507
45908,0,0.16859503
45909,1,0.5240326
45910,1,0.54038405
45911,0,7.503576e-05
45912,1,0.68909794
45913,0,0.48505273
45914,1,0.5909971
45915,0,0.13321382
45916,1,0.5813855
45917,0,0.3488663
45918,0,0.055813517
45919,0,0.2571964
45920,1,0.8034193
45921,1,0.7634347
45922,1,0.5127174
45923,0,0.41013584
45924,0,0.49521297
45925,0,0.1281821
45926,0,0.042984877
45927,0,0.11767515
45928,0,0.4418085
45929,0,0.04381963
45930,0,0.12662078
45931,1,0.93176085
45932,1,0.73093516
45933,1,0.68055665
45934,0,0.082459085
45935,0,0.27464575
45936,0,0.2877568
45937,0,0.114873074
45938,0,0.20647578
45939,0,0.0065193055
45940,1,0.5119419
45941,1,0.9121885
45942,1,0.53395677
45943,0,0.16719186
45944,0,0.11257121
45945,1,0.84453636
45946,0,0.07413029
45947,1,0.6109632
45948,0,0.022953277
45949,0,0.36197954
45950,0,0.48768872
45951,0,0.19827616
45952,1,0.743918
45953,1,0.7888944
45954,1,0.75661427
45955,0,0.09705541
45956,0,0.28299865
45957,1,0.59928155
45958,0,0.3633543
45959,1,0.7532682
45960,1,0.6083816
45961,1,0.5164352
45962,0,0.012125178
45963,0,0.22186166
45964,0,0.0745796
45965,0,0.003151778
45966,0,0.46436468
45967,1,0.93534416
45968,0,0.15931402
45969,0,0.3319268
45970,0,0.49290124
45971,0,0.0
45972,0,7.870721e-09
45973,0,0.16206393
45974,0,0.016799463
45975,0,0.23060338
45976,0,0.0012050512
45977,0,0.0097506195
45978,0,0.050108977
45979,1,0.94053483
45980,1,0.52171254
45981,0,0.405387
45982,0,0.0013827927
45983,0,0.06153979
45984,0,0.33524668
45985,1,0.9008716
45986,0,0.26759806
45987,0,0.09592549
45988,0,0.20600733
45989,0,0.46152234
45990,1,0.91275716
45991,0,3.61107e-07
45992,1,0.7182862
45993,0,0.05445455
45994,0,0.42083445
45995,0,0.41028947
45996,0,0.059147656
45997,0,0.040494572
45998,0,0.17616825
45999,0,0.2535019
46000,0,1.17180875e-07
46001,0,0.23904167
46002,1,0.941897
46003,0,0.43778586
46004,0,0.4858604
46005,0,0.0020803171
46006,0,0.003041215
46007,0,0.041265935
46008,0,0.14502262
46009,0,0.18571162
46010,0,0.15012665
46011,0,0.2218345
46012,1,0.65013504
46013,1,0.5056254
46014,0,0.4816082
46015,0,0.08649486
46016,1,0.5851335
46017,1,0.7610324
46018,0,0.4535774
46019,0,0.47715384
46020,0,0.051694065
46021,1,0.8968814
46022,0,0.03101202
46023,0,0.097203426
46024,1,0.7249428
46025,0,0.4222205
46026,1,0.53957623
46027,0,2.8295777e-10
46028,0,0.115468554
46029,1,0.7547577
46030,1,0.761275
46031,1,0.50084543
46032,1,0.5770994
46033,0,0.14256242
46034,1,0.5484995
46035,0,0.39964962
46036,1,0.88654274
46037,0,0.10427584
46038,0,0.0010904127
46039,1,0.6450745
46040,1,0.5702035
46041,0,0.23765709
46042,1,0.5680601
46043,0,0.021586213
46044,1,0.5944899
46045,0,0.09742402
46046,0,0.31815055
46047,0,0.25671294
46048,0,0.0077976612
46049,0,4.3655206e-08
46050,1,0.74548393
46051,1,0.6107986
46052,0,0.2939119
46053,0,0.4634009
46054,1,0.5045547
46055,0,0.07848341
46056,0,0.029803773
46057,0,0.4353586
46058,0,0.0035172142
46059,1,0.74241674
46060,0,0.006181078
46061,0,0.10601802
46062,0,0.0020617426
46063,0,0.38338932
46064,1,0.5464613
46065,1,0.5581023
46066,0,0.103172824
46067,0,0.002516633
46068,0,0.06327908
46069,1,0.7162734
46070,0,0.052986797
46071,1,0.8071405
46072,1,0.67094094
46073,1,0.9152316
46074,0,0.09403477
46075,1,0.53105295
46076,0,0.15822978
46077,0,0.12914994
46078,1,0.71640134
46079,1,0.6602523
46080,1,0.5801039
46081,0,0.18820032
46082,0,0.3136255
46083,1,0.6855767
46084,0,0.027308403
46085,0,0.49161434
46086,1,0.6016805
46087,0,0.17680348
46088,0,0.46628532
46089,0,0.3330491
46090,1,0.7815775
46091,1,0.8346403
46092,0,0.12270024
46093,0,0.27360094
46094,0,0.22876164
46095,0,0.003579449
46096,1,0.9198681
46097,0,0.496167
46098,1,0.7870672
46099,0,0.34212965
46100,0,0.07494564
46101,0,0.00448673
46102,0,0.0164509
46103,0,0.37784162
46104,0,0.07202472
46105,1,0.62090147
46106,0,0.010505015
46107,1,0.6157116
46108,1,0.7705077
46109,0,0.07741564
46110,1,0.77005386
46111,0,3.9532737e-19
46112,1,0.8410211
46113,0,0.2651558
46114,0,0.07886679
46115,0,0.038504012
46116,1,0.6689288
46117,0,0.4979922
46118,0,0.20267914
46119,1,0.73621815
46120,1,0.68003124
46121,0,0.0016103657
46122,0,0.4946559
46123,0,0.07133544
46124,0,0.101210706
46125,0,0.37713555
46126,1,0.6220446
46127,0,0.03946852
46128,1,0.8227248
46129,1,0.705604
46130,0,0.113946095
46131,0,0.113511465
46132,0,0.44562572
46133,0,0.08937269
46134,0,0.07558056
46135,1,0.810842
46136,0,0.09609817
46137,0,0.2949515
46138,0,0.122403614
46139,0,0.0050788275
46140,0,0.15567282
46141,1,0.914713
46142,0,0.132909
46143,1,0.53284574
46144,0,0.40909952
46145,0,0.34344596
46146,0,0.16002451
46147,0,0.15848444
46148,0,0.20345542
46149,1,0.83873606
46150,0,0.00023956875
46151,0,0.32512346
46152,1,0.7450024
46153,0,0.038293194
46154,1,0.70188564
46155,0,0.0008851497
46156,0,0.08596909
46157,0,0.3197584
46158,0,0.2915484
46159,1,0.7205166
46160,0,0.062361516
46161,0,0.011064576
46162,1,0.773001
46163,1,0.5659187
46164,1,0.8113796
46165,0,0.13644995
46166,0,0.0017714157
46167,1,0.5370727
46168,0,0.07473135
46169,1,0.550801
46170,1,0.8946509
46171,1,0.5076006
46172,0,0.42758363
46173,0,0.24523354
46174,0,0.059504934
46175,1,0.5016657
46176,1,0.8095108
46177,0,0.114787914
46178,0,0.11933393
46179,0,0.48688355
46180,0,0.028339017
46181,0,0.0816517
46182,1,0.8042819
46183,1,0.5944466
46184,0,0.4271484
46185,0,0.01433028
46186,1,0.62430304
46187,1,0.73752457
46188,0,0.25510705
46189,1,0.5792365
46190,0,0.4170718
46191,1,0.81953496
46192,1,0.9484539
46193,0,0.26932687
46194,1,0.78846115
46195,1,0.64633185
46196,0,0.19842874
46197,1,0.9069973
46198,0,0.38070336
46199,0,0.12850964
46200,0,0.4228308
46201,0,6.76847e-06
46202,1,0.8924718
46203,1,0.62294966
46204,0,0.017842028
46205,1,0.68123794
46206,0,0.1230087
46207,0,0.07090046
46208,1,0.861693
46209,0,0.1488619
46210,1,0.789748
46211,1,0.5344806
46212,0,0.08801067
46213,0,0.037056483
46214,1,0.71692175
46215,1,0.58786553
46216,0,0.12932359
46217,1,0.8466008
46218,0,0.011646829
46219,0,0.2503695
46220,0,0.20686032
46221,0,0.29031616
46222,0,0.2701877
46223,0,0.031664215
46224,1,0.6825459
46225,1,0.5305183
46226,1,0.58963895
46227,0,0.28020042
46228,1,0.7343637
46229,0,0.0045435987
46230,0,0.2140963
46231,1,0.76691866
46232,1,0.93900377
46233,0,0.21735865
46234,0,0.41597208
46235,0,0.41054487
46236,0,0.28960085
46237,1,0.7991669
46238,0,0.07851628
46239,1,0.7604984
46240,0,0.19643965
46241,1,0.8534855
46242,0,0.1943803
46243,0,0.4500937
46244,0,0.37942868
46245,1,0.6244708
46246,1,0.8190771
46247,0,0.36052197
46248,1,0.59662855
46249,1,0.5526063
46250,1,0.87622046
46251,1,0.9116931
46252,0,0.14819664
46253,1,0.9004442
46254,0,0.09185723
46255,0,0.34423688
46256,0,0.15395863
46257,1,0.7221765
46258,1,0.97448426
46259,1,0.7836229
46260,1,0.5649194
46261,1,0.75762016
46262,1,0.76244944
46263,0,0.016922463
46264,0,0.12789083
46265,0,0.086070985
46266,0,0.10555746
46267,1,0.6039423
46268,0,0.10998965
46269,0,0.025161965
46270,0,0.022989862
46271,1,0.9520206
46272,0,0.058512934
46273,0,0.23113067
46274,0,0.020683968
46275,0,0.027275907
46276,1,0.8292638
46277,1,0.83388805
46278,1,0.74419534
46279,1,0.9090704
46280,1,0.64819163
46281,0,0.14623842
46282,0,0.14913133
46283,0,0.46109372
46284,0,0.22673146
46285,0,0.026288852
46286,0,0.34320045
46287,0,0.2024134
46288,0,0.30617818
46289,0,0.13037707
46290,1,0.7428037
46291,1,0.58241236
46292,0,0.21583724
46293,0,0.09430238
46294,1,0.71072966
46295,1,0.71371573
46296,1,0.75340664
46297,1,0.63919437
46298,0,0.000960439
46299,1,0.7264422
46300,0,0.26379922
46301,0,0.115782864
46302,0,0.08146951
46303,1,0.9107739
46304,0,0.18876675
46305,0,0.027169276
46306,0,0.24729128
46307,0,0.48152435
46308,0,0.20772532
46309,1,0.7365862
46310,0,4.8002694e-06
46311,0,0.2464678
46312,1,0.6320778
46313,0,0.10535261
46314,1,0.51422316
46315,0,0.008335459
46316,0,0.027512485
46317,0,0.053367846
46318,0,0.2098073
46319,0,0.10097829
46320,0,0.48820177
46321,1,0.89574414
46322,0,0.026491925
46323,0,0.020757314
46324,1,0.6547515
46325,1,0.7383713
46326,1,0.7639479
46327,0,0.3607152
46328,0,0.22297063
46329,1,0.5600068
46330,0,0.06929207
46331,0,0.2024773
46332,0,0.14813897
46333,0,0.07332588
46334,0,0.077931724
46335,0,0.17827877
46336,0,0.020079209
46337,0,0.0131163765
46338,1,0.7019577
46339,1,0.5247229
46340,0,0.098827444
46341,0,0.199274
46342,0,0.4191881
46343,1,0.7271931
46344,0,0.09716965
46345,1,0.79387116
46346,1,0.7871547
46347,0,0.4382633
46348,0,0.07612934
46349,1,0.5939165
46350,0,0.0075205723
46351,0,0.03254881
46352,0,0.15684459
46353,1,0.73327863
46354,1,0.5133674
46355,1,0.6992467
46356,0,0.47251457
46357,0,0.49591863
46358,0,0.091693364
46359,1,0.6619926
46360,1,0.54407555
46361,1,0.82529426
46362,1,0.6648197
46363,0,0.06587247
46364,0,0.37295738
46365,0,0.3232253
46366,0,0.18056239
46367,0,0.3308094
46368,1,0.5920501
46369,0,0.04060038
46370,0,0.36062902
46371,1,0.73771757
46372,1,0.6680763
46373,0,0.2494852
46374,0,0.15946828
46375,0,0.00013838889
46376,0,0.026941914
46377,1,0.7994786
46378,0,0.033238772
46379,0,0.0017394653
46380,1,0.6582609
46381,0,1.0008525e-27
46382,0,0.24780451
46383,1,0.569964
46384,1,0.7461708
46385,0,0.23623659
46386,0,0.09726275
46387,0,0.26725495
46388,0,0.42741936
46389,0,0.082223505
46390,0,0.20712343
46391,0,0.016771661
46392,0,0.07707401
46393,1,0.5722139
46394,0,0.42691144
46395,0,0.43614963
46396,0,0.0012675481
46397,1,0.8818622
46398,0,0.07730687
46399,0,0.06057622
46400,0,0.3993992
46401,1,0.60905117
46402,1,0.8175067
46403,0,0.000112954636
46404,0,0.21197414
46405,1,0.60073125
46406,0,0.35052782
46407,0,0.2463951
46408,0,0.11595214
46409,1,0.7937905
46410,1,0.71992636
46411,1,0.7643189
46412,0,0.15993208
46413,0,0.2451282
46414,0,0.13884869
46415,1,0.95675415
46416,0,0.22336484
46417,0,0.32832202
46418,0,0.47282833
46419,0,0.26570582
46420,1,0.7747344
46421,1,0.59531546
46422,0,0.15826885
46423,0,0.4403629
46424,1,0.60409874
46425,0,0.076059274
46426,1,0.5614744
46427,0,0.14799535
46428,1,0.97193205
46429,0,0.29012483
46430,1,0.68707657
46431,1,0.8527467
46432,0,0.11315561
46433,0,0.0006581026
46434,1,0.6118121
46435,1,0.71362084
46436,1,0.65870607
46437,0,0.045186054
46438,1,0.51443446
46439,0,0.4495442
46440,1,0.5588155
46441,1,0.51050174
46442,0,0.21790756
46443,1,0.82151747
46444,0,0.01956127
46445,0,0.3056164
46446,0,0.22765388
46447,1,0.50328505
46448,1,0.7386823
46449,1,0.6421739
46450,0,0.42447072
46451,0,0.022038117
46452,1,0.88675654
46453,0,0.16368715
46454,0,0.042520046
46455,0,0.19187516
46456,0,0.49933746
46457,1,0.59242445
46458,0,0.004800962
46459,0,0.3711483
46460,1,0.73450756
46461,1,0.77429295
46462,1,0.545755
46463,0,0.17167976
46464,0,0.011252411
46465,1,0.5568779
46466,0,0.48889732
46467,1,0.7430114
46468,0,0.08462632
46469,1,0.8334121
46470,0,0.37978393
46471,0,0.008028053
46472,1,0.67066467
46473,0,0.44257516
46474,0,0.48676667
46475,0,0.06750722
46476,0,0.097837806
46477,1,0.6495683
46478,1,0.74247533
46479,0,0.2613589
46480,1,0.7119592
46481,0,0.37592095
46482,1,0.89959675
46483,0,0.15907377
46484,0,0.20630342
46485,0,0.0069479262
46486,1,0.53817725
46487,0,0.2594293
46488,1,0.53664917
46489,0,0.0007121063
46490,0,0.33343667
46491,0,0.2212988
46492,0,0.06992232
46493,0,0.36339366
46494,0,0.32098597
46495,0,0.25396323
46496,0,0.017417977
46497,1,0.5793218
46498,0,0.22826746
46499,0,0.47082558
46500,0,0.022831198
46501,0,0.38070273
46502,0,0.37106448
46503,0,5.2276788e-05
46504,1,0.5782552
46505,1,0.6209692
46506,1,0.9228614
46507,0,0.3080293
46508,1,0.69068843
46509,0,0.03760064
46510,1,0.87165636
46511,0,0.15361226
46512,0,0.15916856
46513,0,0.016940424
46514,1,0.81271553
46515,0,0.08000716
46516,0,0.37802055
46517,1,0.86729527
46518,0,0.30473226
46519,0,0.09126632
46520,1,0.53399515
46521,0,0.27078158
46522,0,0.069060914
46523,1,0.8686008
46524,0,0.09838862
46525,0,0.18605171
46526,0,0.0837149
46527,1,0.87006474
46528,0,0.06900482
46529,1,0.52249265
46530,0,0.38756433
46531,0,0.239973
46532,1,0.91017646
46533,0,0.14015146
46534,0,0.46369448
46535,0,0.29452446
46536,0,0.005842359
46537,0,0.052124474
46538,1,0.71963096
46539,0,0.37960115
46540,0,0.29403254
46541,0,0.084018275
46542,0,0.09681699
46543,0,0.0016594124
46544,0,0.11159521
46545,0,0.48440072
46546,1,0.58528525
46547,1,0.5957592
46548,1,0.63663393
46549,0,0.48544055
46550,0,0.2507872
46551,1,0.83190185
46552,0,0.03208382
46553,1,0.75277746
46554,1,0.7605695
46555,0,0.369546
46556,1,0.5437923
46557,1,0.7856561
46558,0,0.10583053
46559,1,0.8453115
46560,1,0.6198091
46561,0,0.005487109
46562,0,0.03368587
46563,1,0.51757073
46564,1,0.88410604
46565,1,0.89020497
46566,0,0.4103272
46567,1,0.753671
46568,0,0.17109424
46569,0,0.15715727
46570,0,0.20228568
46571,0,0.44958016
46572,0,6.783875e-07
46573,0,0.40793455
46574,0,0.13883427
46575,0,0.14005665
46576,1,0.8937267
46577,0,0.17893258
46578,0,0.001670033
46579,1,0.8602751
46580,1,0.90413785
46581,0,0.19821544
46582,0,0.39337823
46583,0,0.23777583
46584,0,0.17264888
46585,0,0.42165983
46586,1,0.62203753
46587,1,0.74018157
46588,0,0.13490309
46589,0,0.24316499
46590,0,0.03778605
46591,1,0.6854098
46592,0,0.040518165
46593,1,0.85408664
46594,0,0.08916937
46595,0,0.0040731872
46596,0,0.12766224
46597,1,0.8061104
46598,0,0.3404414
46599,0,0.47465077
46600,1,0.55189437
46601,0,0.08371438
46602,0,0.39593863
46603,0,0.10462368
46604,0,0.44691235
46605,0,0.36706552
46606,0,0.2391723
46607,0,0.13336769
46608,1,0.6491325
46609,0,0.14680368
46610,1,0.87817925
46611,1,0.7705005
46612,1,0.8798948
46613,1,0.52153504
46614,1,0.7650712
46615,0,0.32248664
46616,0,0.0885691
46617,1,0.7592239
46618,0,0.032024357
46619,0,0.26637718
46620,0,0.27790168
46621,1,0.51774937
46622,0,0.021461917
46623,0,0.31003404
46624,0,0.164569
46625,0,0.20287563
46626,0,0.45713872
46627,0,0.30106232
46628,0,0.13239555
46629,0,0.011335461
46630,0,0.2875207
46631,0,0.067057796
46632,0,0.15525335
46633,0,0.13591105
46634,0,0.11096022
46635,0,0.07387366
46636,1,0.7787688
46637,1,0.8496141
46638,1,0.7192135
46639,1,0.8579257
46640,1,0.7265845
46641,0,0.111877374
46642,1,0.88850963
46643,0,5.3995274e-05
46644,0,0.3127403
46645,1,0.6545136
46646,0,0.2961852
46647,1,0.58834577
46648,0,0.07959632
46649,1,0.66551214
46650,0,8.3089605e-11
46651,0,0.16562693
46652,0,0.024546934
46653,0,0.0010751162
46654,0,0.3949058
46655,0,0.40018317
46656,1,0.65776265
46657,1,0.6896017
46658,0,0.22410616
46659,0,0.11460758
46660,0,0.055983916
46661,0,0.12518124
46662,0,0.023539882
46663,1,0.60194427
46664,0,0.099545695
46665,0,0.14403792
46666,1,0.94443184
46667,1,0.8515683
46668,0,0.09657877
46669,1,0.65817356
46670,0,0.45171264
46671,0,0.041688245
46672,0,0.032470066
46673,1,0.50622684
46674,1,0.74670523
46675,1,0.51755744
46676,0,0.24737097
46677,0,0.032535978
46678,0,0.47928602
46679,0,0.37035403
46680,0,0.12541294
46681,0,0.03479212
46682,1,0.903425
46683,0,0.09408192
46684,1,0.7466318
46685,0,0.3173366
46686,1,0.70543647
46687,0,0.24559286
46688,1,0.75126445
46689,1,0.7878971
46690,1,0.50940126
46691,0,0.3412455
46692,0,0.0038902375
46693,0,0.15700161
46694,1,0.65596646
46695,0,0.47553864
46696,0,0.4702742
46697,1,0.6708431
46698,0,0.20220615
46699,0,0.13078102
46700,0,0.00060706714
46701,0,0.05371681
46702,1,0.9069142
46703,0,0.042958204
46704,1,0.50673103
46705,0,0.27284783
46706,0,0.09005051
46707,0,0.4828595
46708,0,0.17390041
46709,0,0.082725525
46710,0,0.12252636
46711,1,0.7739158
46712,0,0.083800465
46713,0,0.45663252
46714,0,0.09143571
46715,1,0.81983376
46716,1,0.616792
46717,0,0.0243764
46718,1,0.65768427
46719,0,0.054858997
46720,0,0.23018678
46721,0,0.12732561
46722,0,0.14142647
46723,0,1.3658394e-08
46724,0,0.090360075
46725,1,0.6305083
46726,0,0.09854074
46727,0,0.2801392
46728,0,0.029797368
46729,0,0.049001623
46730,0,0.111542545
46731,1,0.56323016
46732,1,0.62150717
46733,1,0.9486417
46734,0,0.25334448
46735,0,0.43945193
46736,0,0.40105256
46737,0,0.26496914
46738,1,0.8096287
46739,0,0.17095508
46740,1,0.784904
46741,0,0.054167815
46742,0,0.4140245
46743,0,0.08773167
46744,0,0.120176256
46745,0,0.39786065
46746,1,0.75669324
46747,0,0.2137009
46748,1,0.64930975
46749,0,0.12861252
46750,1,0.64923537
46751,1,0.6969881
46752,0,0.033668756
46753,0,0.053841274
46754,0,0.4153579
46755,0,0.2526133
46756,1,0.877626
46757,0,0.096022785
46758,0,0.44766307
46759,0,0.37737614
46760,1,0.5468336
46761,0,0.13571845
46762,0,0.26004285
46763,0,0.1199399
46764,1,0.6349927
46765,1,0.6465733
46766,0,0.016305834
46767,1,0.6139609
46768,0,0.022834245
46769,0,0.32593593
46770,0,0.45568487
46771,0,0.22568804
46772,1,0.9754802
46773,0,1.4787288e-05
46774,0,0.18806247
46775,0,0.0667535
46776,1,0.79670584
46777,0,0.3147847
46778,1,0.95235425
46779,1,0.7153014
46780,1,0.8341612
46781,1,0.5283122
46782,1,0.5992085
46783,0,0.49783763
46784,0,0.18389183
46785,1,0.736984
46786,0,0.0012254479
46787,1,0.80157614
46788,1,0.8081258
46789,0,0.11938918
46790,1,0.6309425
46791,0,0.17693622
46792,1,0.525356
46793,0,0.43118483
46794,0,0.01667079
46795,0,0.42225862
46796,1,0.8021902
46797,1,0.7763806
46798,0,0.046614956
46799,0,0.31740826
46800,0,0.32434085
46801,0,0.47172815
46802,1,0.70461756
46803,1,0.8869369
46804,1,0.7443792
46805,0,0.32895005
46806,0,0.49616903
46807,0,0.05258564
46808,0,0.05956437
46809,0,0.018598787
46810,0,0.088926926
46811,1,0.64143896
46812,0,0.050775543
46813,1,0.89301133
46814,0,0.28124613
46815,0,0.21000478
46816,0,0.12729062
46817,0,0.07868029
46818,0,0.31534386
46819,0,0.046925068
46820,0,0.47058487
46821,0,0.28554615
46822,0,0.08426299
46823,0,0.19466177
46824,1,0.82354647
46825,1,0.71364355
46826,1,0.6222811
46827,0,0.04097512
46828,1,0.67211
46829,0,0.059114844
46830,0,0.06517369
46831,0,0.29510877
46832,0,0.1889193
46833,0,0.0026907378
46834,0,0.05733958
46835,0,0.33285153
46836,0,0.45064008
46837,0,0.27831882
46838,0,0.1937292
46839,0,0.19362246
46840,0,0.26297548
46841,1,0.5708382
46842,1,0.6029565
46843,0,0.0059535946
46844,0,0.19781533
46845,0,0.09580626
46846,1,0.61414456
46847,1,0.6354962
46848,1,0.6492275
46849,1,0.8499332
46850,0,0.16931762
46851,0,0.13203305
46852,0,0.013739689
46853,0,0.23584299
46854,0,0.025057366
46855,0,0.028894277
46856,0,0.081559576
46857,0,0.06426029
46858,0,0.14580978
46859,0,0.074983306
46860,0,0.39159173
46861,0,0.17471297
46862,1,0.9260877
46863,0,0.26205412
46864,0,0.16020563
46865,1,0.68617016
46866,0,0.016831439
46867,0,0.31100932
46868,0,0.0016747351
46869,0,0.21169698
46870,1,0.76000047
46871,1,0.6667116
46872,0,0.052928865
46873,1,0.6311563
46874,0,0.10112314
46875,1,0.7736384
46876,1,0.7756807
46877,0,0.016204111
46878,0,0.080577895
46879,0,0.34136552
46880,1,0.59802264
46881,1,0.8695648
46882,0,0.00097290636
46883,0,0.0055801426
46884,0,0.3633677
46885,0,0.04981272
46886,0,0.20810252
46887,0,0.13964826
46888,1,0.568694
46889,1,0.77954525
46890,1,0.8939592
46891,1,0.8179693
46892,1,0.5530962
46893,0,0.027827218
46894,0,0.2742837
46895,0,0.24160853
46896,0,0.33677155
46897,0,0.03582776
46898,1,0.68973225
46899,1,0.56210405
46900,1,0.52192545
46901,1,0.79554987
46902,0,0.0029942093
46903,0,0.40257633
46904,0,0.080359936
46905,0,0.076926745
46906,0,0.0033802264
46907,0,0.03566823
46908,0,6.3571584e-05
46909,0,0.11981898
46910,0,0.16188934
46911,0,0.11003092
46912,0,0.3443823
46913,1,0.8472618
46914,1,0.9564483
46915,0,0.010734788
46916,0,0.48247373
46917,0,0.06784689
46918,1,0.68920743
46919,1,0.79083604
46920,1,0.7493156
46921,0,0.13608424
46922,1,0.66723293
46923,1,0.5636285
